Video Id,Video Title_x,Channel Id_x,Channel Title_x,Video Tags_x,Channel Country_x
tB8xTODnh0I,WHAT A BATTLE !! | FLIPTOP FILIPINO RAP BATTLE - GRIST VS. LOONIE | METALHEADS REACTION !,UCD58HBLhMozUsE6JwK3y10g,Bowzer’s reaction Pit,[],US
1-b2aT0of_Y,METALHEADS REACTION TO - PINOY RAP - 187 MOBSTAZ - WE DON’T DIE WE MULTIPLY,UCD58HBLhMozUsE6JwK3y10g,Bowzer’s reaction Pit,[],US
pKNo_mP-2dc,Read !!!!!👉correction they are Filipino Singers 👈** Jovit Baldivino - She’s Gone (cover) Reaction,UCD58HBLhMozUsE6JwK3y10g,Bowzer’s reaction Pit,[],US
lVXOTTJ22rg,Foreigners Rights In The Philippines,UCDQ2M--Pc_L6kdZCDw7kjYw,TOM And RUTH 🇵🇭 Adventures,"['living in the philippines', 'cost of living', 'filipino family', 'filipino', 'filipina', 'manila', 'cebu', 'dumaguete', 'foreigner', 'foreigner in the philippines', 'foreigner living in mindanao', 'expat', 'expat in the philippines', 'life in mindanao', 'tourism', 'tourist']",US
HRk0Uv3-FwE,What To Expect Here inThe Philippines,UCDQ2M--Pc_L6kdZCDw7kjYw,TOM And RUTH 🇵🇭 Adventures,"['living in the philippines', 'cost of living', 'filipino family', 'filipino', 'filipina', 'manila', 'cebu', 'dumaguete', 'foreigner', 'foreigner in the philippines', 'foreigner living in mindanao', 'expat', 'expat in the philippines', 'life in mindanao', 'tourism', 'tourist', 'making money', 'making money online', 'making money on youtube', 'how do youtubers get paid', 'pay youtube', 'money online', 'how to make money online']",US
3bZp6Tauo5c,FILIPINA LOVE SCAM NIGHTMARE FOR FOREIGNER #shorts,UCDSd4U2FQAB4XWgHMjoRrzg,All About Filipina Relationships,"['FILIPINA LOVE SCAM NIGHTMARE FOR FOREIGNER', 'filipina love scam nightmare', 'filipina love scams', 'filipina love scam', 'taxi scams in philippines', 'philippines taxi scams', 'love scams in the philippines', 'love scams philippines', 'filipina scams']",AU
16GQKjDDrXM,7 BEAUTIFUL FILIPINAS LOOKING TO MARRY OLDER FOREIGNERS💖,UCDSd4U2FQAB4XWgHMjoRrzg,All About Filipina Relationships,"['beautiful filipinas looking to marry foreigners', 'filipinas looking to marry foreigner', 'dating a filipina', 'christian filipina', 'christian filipina dating site', 'finding a genuine filipina', 'where to find a genuine filipina', 'finding filipina to marry', 'filipinas looking to marry', 'filipinas', 'filipina', 'foreigner seeking filipina to marry', 'foreigner seeking filipina', 'philippines dating', 'filipino dating site', '7 BEAUTIFUL FILIPINAS LOOKING TO MARRY OLDER FOREIGNERS']",AU
3ZgHEAM_-Fw,6 AMAZING MATURE FILIPINAS LOOKING TO MARRY A FOREIGNER💖,UCDSd4U2FQAB4XWgHMjoRrzg,All About Filipina Relationships,"['6 AMAZING MATURE FILIPINAS LOOKING TO MARRY A FOREIGNER', 'mature filipinas looking to marry a foreigner', 'filipinas looking to marry a foreigner', 'filipinas to marry a foreigner', 'christian filipina dating site', 'christian filipina dating', 'christian filipina online dating', 'christian dating site', 'philippines dating site', 'date a filipina', 'dating a filipina', 'where to find a genuine filipina', 'find a genuine filipina', 'filipinas', 'filipina', 'filipina women', 'beautiful filipinas']",AU
T_WmfJ7_bjE,"American Mom's First Time Trying Lechon in the Philippines, BUT then this happened 🇵🇭",UCDZP2n7wrjSrFA8_KENuJ3Q,MomDuty,"['momduty travel vlog', 'family vloggers', 'travel vlogger', 'Filipino food', 'Filipino cuisine', 'Lechon', 'Roasted pig', 'Manila', 'Philippines', 'Food vlog', 'Travel vlog', 'Cultural experience', 'First-time experience', 'American mom', 'Culinary adventure']",US
sOzt7izjONc,American-Mexican Family Reveals Truth About The Philippines | TV Interview Special,UCDZP2n7wrjSrFA8_KENuJ3Q,MomDuty,"['momduty travel vlog', 'family vloggers', 'travel vlogger', 'the truth about our move to the Philippines', 'Why we moved to the Philippines', 'Foreigners moving to the Philippines']",US
MF3Xjml0UPI,"Blindly Trying Filipino Street Food For The First Time! (Balut, Isaw, Kwek Kwek)",UCDZP2n7wrjSrFA8_KENuJ3Q,MomDuty,"['momduty travel vlog', 'family vloggers', 'travel vlogger', 'filipino food reaction', 'filipino food', 'food in philippines', 'philippines food', 'street food philippines', 'philippines street food', 'filipino', 'filipina', 'filipino street food', 'street food', 'philippines', 'what to eat philippines', 'Momduty', 'manila', 'Manila street food', 'balut', 'kwek kwek', 'isaw']",US
k1kiz4GUt6M,Follow your dreams to the Philippines!,UCDiZhoVoHJDx-R_LnfUxftw,A Foreigner Escapes to the Philippines,[],PH
Q0eZfmCjLeM,The Jungle life in the Philippines!,UCDiZhoVoHJDx-R_LnfUxftw,A Foreigner Escapes to the Philippines,[],PH
Wv7VO6sSQzM,Things I’ve ONLY seen in Philippines’ supermarkets 🇵🇭,UCDnzN6Kr9DBlQB9ixKqt1Ng,Tom from Texas,[],US
vFU8Yf8O0c8,Foreigner and his Filipina fiance Q & A - living in the Philippines - does it work?,UCDyDWQVNvHtbOosA39aslvw,AG WONDER 111,"['My Philippines life', 'Foreigner and Filipina couple', 'foreigner in the Philippines', 'culture of the philippines', 'marrying a filipina', 'how to meet a filipina wife', 'problems with relationships', 'travel the philippines', 'fun in the philippines', 'how to meet a filipina girl', 'living with a filipina wife', 'best things about Philippines', 'foreigner and filipina argue', 'foreigner makes filipina cry', 'relationship with filipina women', 'foreigner and filipina living together']",PH
R9VKxCvPTXE,Living in the Philippines as a foreigner - expectations vs. reality,UCDyDWQVNvHtbOosA39aslvw,AG WONDER 111,"['My Philippines Life', 'Living in the Philippines', 'Cost of living in Philippines', 'Foreigner in the Philippines', 'Meeting Filipina woman in Philippines', ""What's life like in Philippines"", 'Moving to the Philippines', 'Making a living in the Philippines', 'Marrying Filipina', 'Life in the Philippines', 'Should I move to the Philippines', 'Expat living in Philippines', 'What to expect in Philippines', 'Reality of living in Philippines', 'Jo Koy', 'Living with a Filipina girl', 'Pros and Cons of Philipinnes']",PH
KmaO8Z99BJU,✨🇵🇭 TRYING FILIPINO CANDY & SWEETS |  What is the best Filipino Sweet (Choconut!? Stick-Os!?)✨🇵🇭,UCENHwjTptE-I6PTAmymYrLw,Global Marissa,"['trying Filipino snacks', 'Filipino food taste test', 'try Filipino food', 'Filipino snacks', 'Trying Filipino candy', 'trying Filipino food', 'Filipino candy', 'Filipino', 'Filipino food', 'Filipino snacks reaction', 'Filipino snacks taste test', 'Filipino desserts', 'Filipino desserts taste test', 'Taste Test', 'Taste test reaction', 'Mukbang', 'React', 'Filipino snacks mukbang', 'Food', 'Jolibee', 'Filipino snacks recipe', 'Filipino snacks buzzfeed', 'trying filipino desserts', 'filipino snacks vs american snacks', 'marissa']",US
XfagDObAdLk,✨🇵🇭 TRYING FILIPINO SNACKS |  What is the best Filipino chip (Chiz Curls!? VCut!?)✨🇵🇭,UCENHwjTptE-I6PTAmymYrLw,Global Marissa,"['Filipino', 'Filipino food', 'Filipino snacks', 'Filipino snacks reaction', 'Filipino snacks taste test', 'Filipino chips', 'Pinoy', 'Pinoy Snacks', 'Taste Test', 'Taste test reaction', 'Mukbang', 'React', 'Food', 'Philippines', 'Filipino snacks recipe', 'Piattos', 'Filipino snacks buzzfeed', 'trying filipino chips', 'v cut', 'chippy', 'chiz curls', 'filipino snacks vs american snacks', 'sarap', 'couple', 'boyfriend', 'relationships', 'jack n jill', 'filipino cuisine', 'global marissa', 'junkfood mukbang', 'food taste test', 'snacks review']",US
Al9Hk6_w2Qo,Foreigner SHOCKS Filipinos on Omegle - Funny Reactions!,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,[],CA
xFsA-svlEUQ,He's been speaking TAGALOG for over 50 YEARS! @MisterBudBrown-,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,[],CA
DdEar3F-bQ4,FOREIGNER speaks TAGALOG with strangers! - Omegle reactions,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,[],CA
qlIjiP0U7iA,Foreigner SHOCKS Filipino Market by Speaking FLUENT Tagalog!,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,[],CA
6TiRTK7dfXw,FILIPINA Helps Foreigner Speak CEBUANO! @cebuano101,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,[],CA
by4HzfWRbT4,Staying Overnight in Pamilacan Island Bohol | Foreigner Vlog in the Philippines,UCEScbJ_iUulVoAeHEAkpRLw,Finding Paradise,"['bohol adventure', 'things to do in bohol', 'pamilacan island bohol', 'bohol philippines vlog', 'Pamilacan Island', 'where to stay on Pamilacan island', 'bohol', 'bohol island hopping tour', 'bohol island philippines', 'bohol island', 'bohol vacation', 'philippines travel', 'bohol philippines', 'pamilacan island tour', 'philippines vlog', 'philippines travel video', 'pamilacan island baclayon bohol', 'philippines tourist destinations - bohol vlog -', 'philippines vlog travel']",AU
eTpjRwg-R2c,Trying Filipino Street Food for the First Time with Ava! | Ella Fajardo,UCEhQEvar9m9divTBuwuTzXQ,Ella Patrice Fajardo,"['ella fajardo', 'ella fajardo highlights', 'ella fajardo vlog', 'ella fajardo basketball', 'ella fajardo gilas', 'ella fajardo highlights sea games', 'ella fajardo 3x3', 'trying filipino food', 'trying filipino street food', 'trying filipino street food for the first time', 'trying filipino street food react', 'fil am try filipino street food', 'americans try filipino food', 'filipino street food mukbang', 'street food mukbang', 'street food philippines', 'ava fajardo']",Unknown
KbAlwXR7ds0,"AMERICANS TRYING FILIPINO SNACKS (high school edition, inspired by Michaella Anne!)",UCEhQEvar9m9divTBuwuTzXQ,Ella Patrice Fajardo,"['filipino', 'Americans try', 'Jollibee', 'college', 'basketball', 'Ella Fajardo', 'american', 'Filipino American', 'Gilas Pilipinas', 'Fil-Am', 'ella fajardo', 'ella fajardo vlogs', 'americans try snacks', 'americans try foreign snacks', 'ella fajarado americans try', 'ella farjardo basketball', 'ella fajardo gilas']",Unknown
4rnqHPcMQ0s,A Question for Filipinos 🙋🏻‍♂️ #philippines #Filipinos #buhayprobinsya #foreigner #pusongpinoy,UCEjpHDkceZ2lYjnI54t9fmg,Amboy Sa Pinas,[],Unknown
C_N1_nJKL5E,A Car in the Philippines?? 🇵🇭🚘 Paano? 🤔 #Philippines #Tagalog #foreigner #travelvlog,UCEjpHDkceZ2lYjnI54t9fmg,Amboy Sa Pinas,[],Unknown
J8kRfQADR88,Is MAHAL a noun or a verb??? #Tagalog #Filipino #Philippines #Foreigner #Amboy #AmboySaPinas,UCEjpHDkceZ2lYjnI54t9fmg,Amboy Sa Pinas,[],Unknown
uJnrqPXBWXk,Foreigners Speak Tagalog Words/Tongue Twisters For the First Time! (Nakakapagpabagabag),UCF3l_ACuhzW5QRn--37Tu7A,Taglish Kulee,"['Tagalog', 'Philippines', 'Filipino', 'Pinoy', 'Tongue twister', 'first time', 'americans', 'premiere pro']",US
PT1AOfiFcHg,"Foreigners Try Filipino Food Part 2 (Dinuguan, Lechon, and More!)",UCF3l_ACuhzW5QRn--37Tu7A,Taglish Kulee,"['iMovie', 'philippines', 'tagalog', 'filipino food', 'food', 'mukbang', 'adobo', 'food reaction']",US
I_u2rLvuJCA,Korean react to HOT CHILI (siling labuyo) | Mukbang | spicy food challenge |,UCFcKArH0uUhFgkTcZiDW3Ig,KPO TV,[],PH
T38-dZmpaC4,Korean react to sardines in can | Filipino food challenge  | MUKBANG,UCFcKArH0uUhFgkTcZiDW3Ig,KPO TV,[],PH
_azANV54n5s,Korean Reaction when Filipino speaks in Korean so well | GAILING SIYA MAG KOREAN | Filipino reaction,UCFcKArH0uUhFgkTcZiDW3Ig,KPO TV,[],PH
jzS627fKCvc,HOLLYWOOD CELEBRITIES LOVE THE PHILIPPINES #filipino #trending,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
HgdweO7nt3c,WHEN INTERNATIONAL CELEBRITIES MOCKED FILIPINO AND INSTANTLY REGRET IT #filipino,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
2sb7GzhpLBQ,PAYAG BA KAYO? JUNK DAW FILIPINO FOOD #filipinofood,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
euOfRk3mInE,The Rise of FILIPINO SISIG #filipinofood,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
xyzndr2MA0w,THEY WANT TO BE FILIPINO #filipino #trending,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
LczC9rkrNkM,HOLLYWOOD CELEBRITIES MARRIED TO FILIPINA #filipino #trending,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
h3oDBiMbiak,FOREIGNERS TRY TO SPEAK TAGALOG WORDS #ForeignersSpeakTagalog,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
7Y7ZcQgXMSA,INTERNATIONAL CELEBRITY | FILIPINO FOOD #filipinofood,UCFjh6CdEwrQrKf4o9QUnoEA,ONE FILIPINO TV,[],FR
PKTfNRIN8zo,A Real Native FILIPINO Can Sing | Mariano | Foreigners LOST For WORDS (REACTION),UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'filipino history', 'filipina history', 'philippines explained', 'jeepneys', 'filipino jeepneys', 'philippines traffic', 'manila', 'Filipino singers', 'philippines singers', 'filipino viral singers']",GB
kyefcNqiZOA,What’s It Like LIVING In The PHILIPPINES?! Is This TRUE?! | Foreigners REACTION!,UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'philippines history', 'filipina history', 'philippines explained', 'manila', 'insane philippines', 'living in Philippines', 'living like filipino', 'local philippines', 'local filipino', 'foreigners in philippines']",GB
J9gH_ZLFHyU,Jollibee Commercial Father’s Day 2020 | EMOTIONAL FILIPINO Pandemic Story | FOREIGNERS REACT!,UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'filipino history', 'filipina history', 'philippines explained', 'jeepneys', 'filipino jeepneys', 'philippines traffic', 'manila', 'jollibee', 'jollibee commercial', 'fathers day jollibee', 'fathers day philippines', 'filipino fathers day', 'jollibee philippines', 'jollibee filipino']",GB
PneE3ko2SSo,FACE OFF: PHILIPPINES VS THAILAND | Who is MORE BEAUTIFUL? (FOREIGNERS JUDGE),UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'countries compared', 'thailand', 'thailand beauty', 'philippines beauty', 'philippines pageant', 'thailand pageant', 'philippines vs thailand', 'philippines compared']",GB
1rlXGI3NnTU,What FILIPINO'S Think Of Tourists? We CANNOT BELIEVE THIS! | Foreigners REACTION!,UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'filipino history', 'filipina history', 'philippines explained', 'philippines traffic', 'manila', 'philippines tourists', 'philippines interviewed', 'interview filipina', 'tourists in philippines']",GB
tmVmWrLa-PA,FILIPINO IS The SEXIEST Language In South East Asia?! | Foreigners REACT!,UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'philippines vs world', 'philippines vs england', 'philippines vs countries', 'filipino vs world', 'filipina', 'philippines compared', 'comparing philippines', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'philippines is different', 'british couple react', 'youtubers react', 'british couple love filipino', 'sexy filipino', 'sexy filipina', 'sexy philippines', 'tagalog', 'filipino language']",GB
0r-T21BKkMk,Top 10 FILIPINO Singers Who Went VIRAL on YOUTUBE! | Foreigners REACTION!,UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'filipino history', 'filipina history', 'philippines explained', 'jeepneys', 'filipino jeepneys', 'philippines traffic', 'manila']",GB
ZWTRWKPcndE,Should The PHILIPPINES Change Its Name? | THIS MADE US ANGRY! | Foreigners REACT!,UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'Philippines youtube', 'filipino youtube', 'travel philippines', 'foreigners in philippines', 'philippines reaction', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'filipina history', 'philippines explained', 'manila', 'foreigner in philippines', 'Philippines law', 'filipino language', 'English in Philippines', 'filipino tagalog', 'tagalog', 'philippines tagalog', 'maharlika']",GB
VLIVlWc_eII,Philippines VS India | Which Country is BETTER? (FOREIGNERS REACTION),UCG57u0jfLpuPuCAHRUtTxdg,Dabble The Reaction,"['philippines', 'filipino', 'filipina', 'philippines reaction', 'reacting to phiilippines', 'reacting to filipino', 'philippines youtube', 'british couple react', 'youtubers react', 'british couple love filipino', 'reaction to filipinos', 'india', 'philippines vs india', 'is india better', 'is philippines better', 'india or philippines', 'countries compared', 'india compared', 'philippines compared']",GB
Z7RIYLXahfE,Is Kev STYLISH in the Philippines?! #reaction #funnycomments #philippines,UCGW5DXYdKZ4ULEdeAZn2AlQ,Wistl Family Adventures,[],GB
L-OWMMdBkHk,HARRY GOES TO SALCEDO MARKET | TRYING FILIPINO STREET FOOD,UCGW5DXYdKZ4ULEdeAZn2AlQ,Wistl Family Adventures,"['Salcedo market', 'Makati market', 'Filipino street food', 'Trying Filipino street food', 'Makati city tour', 'Makati food tour', 'Salcedo market 2022', 'Food in the Philippines', 'Philippines vlog', 'Ph', 'Ph vlog', 'Living in makati', 'Living in the Philippines', 'Trying Philippines bbq', 'Traditional Filipino food', 'Filipino market 2022', 'Family of 5 in the Philippines', 'Salcedo market makati', 'Travelling with children', 'Travelling with kids', 'Family travel']",GB
yVhLRI8p7dU,Why a British woman fell in love with the Filipino man | Please watch 🇵🇭,UCGXsS5BC_0EB7Qjx_jsEyWQ,Filipino British Couple,"['FilipinoBritishCouple', 'InterracialCoupleVlogs', 'JaybieAndEmma', 'CoupleVlogs', 'WhyBritishWomanFellinLoveWithAFilipinoMAn', 'OurLoveStory', 'Cruiseship']",GB
xryGmTIdfs0,Filipino-British Couple | Our Love Story | How I met my British Wife | Pinoy Living in UK 🇬🇧🇵🇭,UCGXsS5BC_0EB7Qjx_jsEyWQ,Filipino British Couple,"['FilipinoBritishCouple', 'CoupleVlogs', 'InterracialCoupleVlogs', 'FilipinoGuyMarriedToABritishWoman', 'BritishWifeFilipinoHusband', 'OurLoveStoryOnTheCruiseship', 'OurLoveStory', 'FilipinoManForeignerWife', 'JaybieAndEmma', 'LoveStory', 'Vlogger', 'EnglandInterracialCoupleVlogs', 'PinoyLivingInUK', 'BuhayAbroad', 'OFW', 'PinoyForeignerWife']",GB
NhaCqgsuhLY,"Foreigner Cant Believe This is Philippines! (Manila, Uptown BGC) 🇵🇭",UCGY-wd-aiR8rHX1XaJXII3A,Arty Travels ,"['Manila', 'philippines', 'BGC', 'bonifacio', 'bonifacio global city', 'bonifacio high street', 'uptown mall bgc', 'taguig city', 'metro manila', 'foreigner in the philippines', 'blogger philippines', 'vlogger philippines', 'daily vlog philippines', 'joyride', 'vlogs 2023', 'vlog channel', 'drone shots philippines', 'Bgc dron shot 2023', 'bgc taguig', 'Makati', 'foreigner vlog in philippines', 'vlog in the philippines 2023', 'manila traffic', 'manila boy', 'going out in manila', 'manila nightlife', 'manila adventure', 'manila trip']",PH
Qeozy6w3Jfk,first time Hallo Hallo in the Philippines 🇵🇭,UCGY-wd-aiR8rHX1XaJXII3A,Arty Travels ,"['manila', 'philippines', 'ocean park manila', 'ocean park']",PH
nL6f2JVWkzc,3 Dangers of the Philippines! (Don't Get Epstein'd),UCGyTJBom8TTHa9pc_VlZXfA,Tim K,"['filipina', 'expat', 'travel', 'living abroad', 'couple', 'american', 'philippines', 'province']",US
9dUzCi1YGQ4,Goodbye Philippines! Filipina Leaving for USA 🇺🇸 Permanent Residency,UCGyTJBom8TTHa9pc_VlZXfA,Tim K,"['filipina', 'expat', 'travel', 'living abroad', 'couple', 'american', 'green card', 'usa travel', 'family', 'permanent residency']",US
e0ozbHBGnGM,Trying McDonald's PHILIPPINES Holiday McFlurry! 🇵🇭🎄🍦#shorts #mcdonalds #mcdo #philippines #mcflurry,UCH084jZBDgYLedTTl8OXMKw,The TyKo Fam,"['shorts', 'mcdonalds', 'mcdonalds in the Philippines', 'mcdo', 'mcdonalds Christmas menu', 'mcdonalds holiday menu', 'mcdonalds parol', 'the tyko fam', 'filipino american family vlog', 'mcdonalds in other countries', 'mcdonalds Philippines', 'mcdonalds Philippines menu', 'mcflurry', 'mcflurry Philippines', 'mcdonalds around the world menu', 'mcflurry mukbang', 'shorts video', 'mcdonalds philippines mukbang', 'the tyko family', 'mcdonalds mukbang', 'holiday mcflurry']",PH
A0EqeYBE4rM,Uncle's first visit back to Philippines 🇵🇭 after 50 years | American cousins' impressions of BGC 🤯,UCH084jZBDgYLedTTl8OXMKw,The TyKo Fam,"['first visit philippines', 'first visit to the philippines', 'first impression philippines', 'first impression bgc philippines', 'impression of bgc', 'first impressions of bgc', 'americans visit philippines', 'first impression bgc', 'first time in bgc', 'first time in bgc manila', 'first impression of bgc', 'first time in the philippines first impression reaction', 'first impression in the philippines reaction', 'venice grand canal mall', 'landers bgc', 'uptown bgc', 'mitsukoshi mall bgc']",PH
PDh5AU4ciFk,Foreigner Eats Balut In Philippines For the First Time #philippines #travel  #shorts,UCHk-j6L93O3JrxhA87H0oWQ,On Tour With Dridgers #OTWD,[],GB
e7-T73BQ7js,Manila Taxi Driver Tries to SCAM Us #Philipines #manila #Shorts,UCHk-j6L93O3JrxhA87H0oWQ,On Tour With Dridgers #OTWD,[],GB
_N_a7oVNfrg,Brits React To FILIPINO Snacks On The Bus To MANILA 🇵🇭,UCHk-j6L93O3JrxhA87H0oWQ,On Tour With Dridgers #OTWD,"['On tour with dridgers', '#otwd', 'korean', 'culture', 'UK', 'British', 'englishman', 'mukbang', 'react', 'Filipino Snacks', 'Korean', 'second', 'Filipino', 'food', 'Jollibee', 'Pinoy', 'Filipino food', 'Filipino snacks', 'Foreigners react to Philippines', 'Republic of the Philippines', 'Pinoy snacks', 'Brit reacts', 'Brit reacts to Philippines']",GB
yvX6GqOU9OI,Mindanao Locals Invited Me To Their Birthday Party 🇵🇭,UCHza0GAxOvBOeLKkMeL8EcQ,Ken Abroad,"['ken abroad', 'philippines', 'philippines vlog', 'philippines travel', 'traveling philippines', 'traveling manila', 'the philippines', 'mindanao', 'mindanao philippines']",DE
xkO1xSutXmE,Trying FILIPINO Food in CEBU City: The PHILIPPINES Oldest Street,UCIf4OAWnvOnJwoGrOuFu3xg,Eoin and Aisling,"['philippines', 'philippines travel', 'philippines backpacking 2022', 'philippines vlog', 'cebu', 'cebu city', 'cebu philippines', 'cebu street food', 'philippines street food', 'philippines street market', 'cebu colon street', 'cebu colon street food', 'philippines markets', 'filipino food', 'foreigners try filipino food', 'philippines island', 'manila vlog', 'cebu first impressions', 'manila first impressions', 'philippines first impression', 'travel vlog', 'philippines budget', ""it's more fun in the philippines""]",GB
hHOijT_ab2w,"Trying FILIPINO Food and Exploring OSLOB, PHILIPPINES",UCIf4OAWnvOnJwoGrOuFu3xg,Eoin and Aisling,"['Oslob', 'The Philippines', ""It's more fun in the Philippines"", 'Filipino food', 'Foreigners try Filipino food', 'Adobo', 'Sisig', 'Tumalog falls', 'Things to do in Oslob', 'Whale Sharks', 'PH', 'Manila', 'Cebu', 'Philippines', 'Travel the Philippines 2022', 'Eoin and Aisling', 'Cebu Island', 'More fun in the Philippines', 'Waterfalls', 'Waterfalls in the Philippines', 'Travel 2022', 'Travel vlog', 'Oslob Town', 'Why visit the Philippines', 'First impressions', 'Travel channel', 'Travel couple', 'Backpacking']",GB
0Lod4Yyv3qc,Korean girl want to live in Philippine after trying the Famous MANG INASAL! 🇵🇭🇰🇷❤️,UCIgeYqubI5M8LoLCcZqwlpw,kelly,[],Unknown
Iyan0HkgZaY,Korean tries Jollibee in the Philippines for the first time 🇵🇭❤️🇰🇷,UCIgeYqubI5M8LoLCcZqwlpw,kelly,[],Unknown
RXwlAB4nMJU,Korean Girl become Addicted to Filipino Drink!🇵🇭🇰🇷❤️,UCIgeYqubI5M8LoLCcZqwlpw,kelly,[],Unknown
XqNY7aG8gxo,EJ Power vs Cali Smoov | Philippines vs USA | Rap Battle [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,[],GB
A-vKhUpNc3A,🇵🇭 VS 🇬🇧 | FlipTop - Loonie vs Mark Grist [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,[],GB
mdDtV17StXQ,First Time Listening To 🇵🇭| SB19 'MAPA' | OFFICIAL LYRIC VIDEO [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,[],GB
5hSZGKc3VvQ,First Time listening To 🇵🇭| FLOW G - RAPSTAR (Official Music Video) [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,[],GB
foRhyfUPKe0,🇵🇭| Kokoi Baldo sings with Team Coaches |The Voice of the Philippines [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,[],GB
jZgqkyRu0Nc,First Time Listener 🇵🇭| Kokoi Baldo - One Day (The Voice of the Philippines) [Reaction],UCIk6DASPsMiUXnU6Y1Lz8Ww,We Vybz Tv,[],GB
xW4FXlf7JlQ,Foreigners Experience Rural Philippines Province Life! 🇵🇭 (Culture Shock),UCJXfUnmNgN9KLJMAkPa7jHw,Cav and Nicole,"['philippines', 'filipina', 'filipino', 'tagalog', 'lifestyle', 'fashion', 'vlogger', 'vlogs', 'entrepreneur', 'couple channel', 'wife', 'husband', 'family', 'interracial couple', 'mixed couple', 'couple', 'manila', 'manila philippines', 'expats']",US
XAOsZHe93LQ,Our FIRST Time Experiencing Christmas Spirit in the PHILIPPINES! 🇵🇭 (Vlogmas Day 1),UCJXfUnmNgN9KLJMAkPa7jHw,Cav and Nicole,"['philippines', 'filipina', 'filipino', 'tagalog', 'lifestyle', 'fashion', 'vlogger', 'vlogs', 'entrepreneur', 'couple channel', 'wife', 'husband', 'family', 'interracial couple', 'mixed couple', 'couple', 'manila', 'manila philippines', 'expats']",US
fLBP3RjnVKs,30 years living in the Philippines as a Foreigner! 🇵🇭,UCJ_7NsTniv09HWWq2Ht_PZQ,Van & Joe,"['philippines vlog', 'life in the philippines', 'the philippines', 'filipina wife', 'living in the philippines', 'foreigner in the philippines', 'philippines vlog travel', 'french in the philippines', 'philippines', '30 years in the philippines', 'Roam with joe', 'how is life in the philippines now', 'how is life in the philippines', 'what to do in the philippines', 'filipino culture', 'philippines vlog foreigner', 'life in the philippines vlog', 'philippines life', 'philippines travel', 'philippines travel vlog']",PH
